ip,datetime,gmt,request,status,size,referer,browser,country,detected
180.178.99.174,23-Jul 2019 12:53:57,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5198,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 12:39:42,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0096 HTTP/1.1,200.0,27104,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9139/D0096,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.5.216.210,24-Jul 2019 22:07:42,+0700],POST /bkd_baru/login/getlogin HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 8:23:15,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200.0,23624,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,Mozilla/5.0 (Windows NT 6.3; rv:56.0) Gecko/20100101 Firefox/56.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:00:50,+0700],GET /bkd_baru/bidang_penelitian/edit/OTE4MA HTTP/1.1,200.0,27019,http://universitas.com/bkd_baru/bidang_penelitian,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:48:50,+0700],GET /bkd_baru/Atur_kelompok HTTP/1.1,200.0,87148,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.125.251.97,25-Jul 2019 22:50:29,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0099__12-07-19_10.08_SMARTREN.pdf HTTP/1.1,206.0,245199,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0099,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
114.122.108.195,23-Jul 2019 23:17:49,+0700],GET /bkd_baru/assets/js/ace/ace.submenu-hover.js HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 9:00:54,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0222__10-07-19_11.09_sertipelatdiknas_2.pdf HTTP/1.1,206.0,320215,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0222,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
118.97.191.179,24-Jul 2019 14:56:01,+0700],GET /bkd_baru/assets/js/preloader.js HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/Bidang_pendidikan,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 10:50:42,+0700],POST /bkd_baru/login/getlogin HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 15:58:05,+0700],GET /bkd_baru/home HTTP/1.1,200.0,18800,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:17:59,+0700],GET /bkd_baru/assets/avatars/icon-user.png HTTP/1.1,200.0,1483,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0181,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 18:39:52,+0700],GET /bkd_baru/assets/js/dataTables/jquery.dataTables.bootstrap.js HTTP/1.1,200.0,7426,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 7:24:31,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0266__16-07-19_06.20_SK_Kajur_TBI_opt.pdf HTTP/1.1,206.0,65536,http://universitas.com/bkd_baru/bidang_penunjang/edit/ODc4MA,Mozilla/5.0 (Windows NT 6.3; rv:56.0) Gecko/20100101 Firefox/56.0,Indonesia,AMAN
114.122.105.75,24-Jul 2019 19:46:54,+0700],GET /bkd_baru//kinerja_dosen/beri_nilai/9607/D0264 HTTP/1.1,200.0,21307,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0264,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.5.219.81,24-Jul 2019 23:07:35,+0700],GET /bkd_baru/bidang_penunjang/edit/OTMxNA HTTP/1.1,200.0,28048,http://universitas.com/bkd_baru/bidang_penunjang,Mozilla/5.0 (Windows NT 5.1; rv:52.0) Gecko/20100101 Firefox/52.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 8:35:10,+0700],GET /bkd_baru/assets/css/ace-fonts.css HTTP/1.1,200.0,452,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.165.24,23-Jul 2019 17:57:20,+0700],GET /bkd_baru/home HTTP/1.1,307.0,Mozilla/5.0 (Linux; Android 9; SM-A505F) AppleWebKit/537.36 (KHTML,,,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:24:28,+0700],GET /bkd_baru/dosen/input_dosen/ HTTP/1.1,200.0,37123,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
182.0.229.85,23-Jul 2019 12:41:51,+0700],GET /bkd_baru/assets/css/ace.css HTTP/1.1,200.0,484853,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 9:56:16,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0292__19-07-19_08.53_DHMD_Listening_WP_2E_2019_smt_2.pdf HTTP/1.1,200.0,2754316,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTIyNA,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 17:54:15,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200.0,28344,http://universitas.com/bkd_baru/Bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:21:25,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0058 HTTP/1.1,307.0,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,,,Indonesia,AMAN
180.178.99.174,24-Jul 2019 14:33:45,+0700],GET /bkd_baru/bidang_penunjang HTTP/1.1,200.0,23757,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.79.254.33,27-Jul 2019 7:40:28,+0700],POST /bkd_baru/login/getlogin HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
118.97.191.179,24-Jul 2019 21:02:54,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200.0,30550,http://universitas.com/bkd_baru/bidang_pengabdian/edit/OTYyOA,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.124.212.238,25-Jul 2019 2:47:47,+0700],GET /bkd_baru/bidang_pendidikan/do_hapus/OTY1NA HTTP/1.1,307.0,-,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.71.232.168,23-Jul 2019 20:56:26,+0700],GET /bkd/index.php?open=Login HTTP/1.1,302.0,-,https://www.google.com/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 15:46:35,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0055__19-07-19_03.06_DHMD_DAN_NILAI_KAPSEL_MPI_4B.pdf HTTP/1.1,206.0,1359195,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODg5OA,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,Indonesia,AMAN
114.4.78.162,24-Jul 2019 18:38:32,+0700],GET /bkd_baru/undefined HTTP/1.1,404.0,1130,http://universitas.com/bkd_baru/kewajiban_khusus_profesor,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.122.83.246,23-Jul 2019 9:54:10,+0700],GET /bkd_baru/assets/css/ace-rtl.css HTTP/1.1,200.0,152201,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.228.108,24-Jul 2019 4:13:18,+0700],GET /bkd_baru/hasil_penilaian_dosen HTTP/1.1,200.0,31912,http://universitas.com/bkd_baru/dosen/input_dosen/,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 15:04:06,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0110__24-07-19_10.51_DHMD_Materi_IPS_SMP_2019.pdf HTTP/1.1,200.0,1330924,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0110,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
114.4.212.120,26-Jul 2019 22:26:58,+0700],GET /bkd/index.php HTTP/1.1,302.0,Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4X Build/MMB29M) AppleWebKit/537.36 (KHTML,,,Indonesia,AMAN
36.71.249.200,27-Jul 2019 7:12:25,+0700],GET /bkd_baru//kinerja_dosen/beri_nilai/9521/D0064 HTTP/1.1,200.0,21225,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0064,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 15:31:58,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0273 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9258/D0273,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.122.75.150,24-Jul 2019 9:52:31,+0700],GET /bkd_baru/assets/js/ace/elements.treeview.js HTTP/1.1,200.0,1736,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.72.101.126,24-Jul 2019 10:51:59,+0700],GET /bkd_baru/kinerja_dosen HTTP/1.1,200.0,21613,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.72.191.197,23-Jul 2019 16:19:12,+0700],GET /bkd_baru//home/logout HTTP/1.1,307.0,-,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 8:01:55,+0700],GET /bkd_baru/kinerja_dosen HTTP/1.1,200.0,18532,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0205,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,26-Jul 2019 13:46:05,+0700],GET /bkd_baru/login/ HTTP/1.1,200.0,5198,http://universitas.com/bkd_baru/login/getlogin,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 8:11:42,+0700],GET /bkd/index.php HTTP/1.1,302.0,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:41:53,+0700],GET /bkd_baru/assets/css/font-awesome.css HTTP/1.1,200.0,26651,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
114.124.212.224,23-Jul 2019 21:58:49,+0700],GET /bkd_baru/assets/css/ace.css HTTP/1.1,200.0,484853,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 14:38:19,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0205 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/8810/D0205,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
120.188.32.239,23-Jul 2019 17:30:17,+0700],GET /bkd_baru/home HTTP/1.1,200.0,15915,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 7:25:35,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0290__19-07-19_16.17_SK_Mengajar_2018_2019_Genap-dikompresi1.pdf HTTP/1.1,206.0,420011,http://universitas.com/bkd_baru/assets/images/scan_penugasan/D0290__19-07-19_16.17_SK_Mengajar_2018_2019_Genap-dikompresi1.pdf,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.1.82.6,23-Jul 2019 9:55:26,+0700],GET /bkd_baru/assets/js/preloader.js HTTP/1.1,200.0,144,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
116.206.14.7,23-Jul 2019 15:06:48,+0700],GET /bkd_baru/assets/js/ace/ace.touch-drag.js HTTP/1.1,200.0,3198,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0,Indonesia,AMAN
118.97.191.179,24-Jul 2019 18:01:17,+0700],GET /bkd_baru/assets/css/ace.css HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/kesimpulan_dosen,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 10:25:05,+0700],POST /bkd_baru/login/getlogin HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 6.0; CPH1609) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 16:15:35,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0272__23-07-19_08.14_SK_Mengajar_Smstr_Genap.pdf HTTP/1.1,206.0,921421,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTUwNA,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 16:21:45,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0050__24-07-19_11.12_DHD,,,,,Indonesia,AMAN
114.122.105.75,24-Jul 2019 19:30:39,+0700],GET /bkd_baru/assets/css/jquery-ui.css HTTP/1.1,200.0,18202,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 7:08:34,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0180 HTTP/1.1,200.0,32092,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/8950/D0180,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
140.213.49.180,23-Jul 2019 19:16:26,+0700],GET /bkd_baru/hasil_penilaian_dosen HTTP/1.1,200.0,27108,http://universitas.com/bkd_baru/kesimpulan_dosen,Mozilla/5.0 (Windows NT 6.1; rv:60.0) Gecko/20100101 Firefox/60.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 17:09:16,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0162 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9563/D0162,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
114.122.113.215,23-Jul 2019 15:45:51,+0700],GET /bkd_baru/assets/avatars/icon-user.png HTTP/1.1,200.0,1483,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-J250F Build/NMF26X) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 7:41:04,+0700],GET /bkd_baru/assets/css/bootstrap.css HTTP/1.1,200.0,134938,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 6.3; rv:56.0) Gecko/20100101 Firefox/56.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 11:20:28,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0190__24-07-19_02.57_Lapkin_Kepala_Lab.pdf HTTP/1.1,200.0,191610,http://universitas.com/bkd_baru/bidang_penunjang,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:59:49,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0222__10-07-19_11.07_permohonanjuripenam.pdf HTTP/1.1,206.0,218082,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0222,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
140.213.49.84,26-Jul 2019 19:52:50,+0700],GET /bkd_baru/assets/css/images/pattern.jpg HTTP/1.1,200.0,7080,http://universitas.com/bkd_baru/assets/css/ace.css,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532G Build/MMB29T) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 9:39:03,+0700],GET /bkd_baru/kinerja_dosen HTTP/1.1,200.0,20156,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0135,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.228.182,24-Jul 2019 4:06:44,+0700],GET /bkd_baru/assets/fonts/fontawesome-webfont.woff?v=4.2.0 HTTP/1.1,200.0,65452,http://universitas.com/bkd_baru/assets/css/font-awesome.css,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.125.251.97,25-Jul 2019 22:51:58,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0099 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/8613/D0099,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
140.213.38.69,24-Jul 2019 21:40:48,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200.0,26061,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODY4Mw,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:28:35,+0700],GET /bkd_baru/dosen/input_dosen/ HTTP/1.1,200.0,37197,http://universitas.com/bkd_baru/dosen/input_dosen/,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
103.103.146.58,25-Jul 2019 21:29:17,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0015__11-07-19_09.21_DHD_IV_A.pdf HTTP/1.1,206.0,15304,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0015,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 7:56:47,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,200.0,174981,http://universitas.com/bkd_baru/bidang_penunjang/edit/OTMzOA,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.124.172.41,23-Jul 2019 17:38:55,+0700],GET /bkd_baru/assets/css/ace-rtl.css HTTP/1.1,200.0,152201,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 14:15:42,+0700],GET /bkd_baru/home HTTP/1.1,200.0,18810,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,Indonesia,AMAN
36.90.2.19,23-Jul 2019 10:26:39,+0700],POST /bkd_baru/bidang_pengabdian/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/bidang_pengabdian/edit/ODQyNg,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.90.2.19,23-Jul 2019 9:30:29,+0700],GET /bkd_baru/assets/js/bootstrap.js HTTP/1.1,200.0,67155,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 9:21:59,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200.0,31647,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTA3NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 14:53:49,+0700],POST /bkd_baru/Atur_kelompok/do_tambah HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 16:00:42,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0155__19-07-19_10.36_DH-Catatan_Bimb_UT.pdf HTTP/1.1,200.0,132185,http://universitas.com/bkd_baru/bidang_pengabdian/edit/OTI3Mw,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
36.72.101.126,24-Jul 2019 11:11:23,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5198,http://universitas.com/bkd_baru/bidang_penunjang/edit/OTUzNQ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 11:51:48,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0104__24-07-19_06.51_Undangan_khotmil_Quran_Fix.pdf HTTP/1.1,200.0,73025,http://universitas.com/bkd_baru/bidang_penunjang/edit/OTI3Mg,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
