ip,datetime,gmt,request,status,size,referer,browser,country,detected
64.233.173.163,17-Jul 2019 21:27:01,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,200.0,174981,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0Nw,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
180.178.99.174,24-Jul 2019 11:23:32,+0700],GET /favicon.ico HTTP/1.1,200.0,11364,-,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.5.208.58,26-Jul 2019 16:56:35,+0700],GET /bkd_baru/ HTTP/1.1,200.0,5198,-,Mozilla/5.0 (Linux; Android 9; vivo 1806 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 7:46:24,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0296 HTTP/1.1,200.0,35436,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9023/D0296,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:23:50,+0700],GET /bkd/index.php HTTP/1.1,302.0,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,,,Indonesia,AMAN
180.178.99.174,24-Jul 2019 16:59:13,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,206.0,43909,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 18:15:29,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0064 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9354/D0064,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.72.191.197,24-Jul 2019 21:57:49,+0700],GET /bkd_baru/bidang_pendidikan/edit/OTU5OQ HTTP/1.1,200.0,28769,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:17:38,+0700],GET /bkd_baru//home/logout HTTP/1.1,307.0,-,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 7:34:28,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0019__19-07-19_18.51_Sertifikat_Workshop_Akreditasi_PTKIN.pdf HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/bidang_penunjang,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 15:04:59,+0700],GET /bkd_baru/Atur_kelompok/get_autocomplete?term=ah HTTP/1.1,200.0,2843,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
207.180.211.248,27-Jul 2019 7:34:27,+0700],GET /phpMyAdmins/index.php HTTP/1.1,404.0,1059,-,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:45.0) Gecko/20100101 Firefox/45.0,Germany,BAHAYA
180.178.99.174,25-Jul 2019 8:46:27,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0292__19-07-19_09.17_Sertifikat_Seminar_Nasional.pdf HTTP/1.1,206.0,40849,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0292,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.5.147.162,25-Jul 2019 22:48:08,+0700],GET /bkd_baru/assets/css/font-awesome.css HTTP/1.1,200.0,26651,http://universitas.com/bkd_baru/,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J510FN Build/MMB29M) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 8:16:30,+0700],GET /bkd_baru/assets/js/ace/elements.aside.js HTTP/1.1,200.0,8405,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
36.71.249.200,27-Jul 2019 6:17:29,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0042 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9064/D0042,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
64.233.173.166,18-Jul 2019 11:33:32,+0700],GET /bkd_baru/assets/js/sweetalert/dist/sweetalert.css HTTP/1.1,200.0,22879,http://universitas.com/bkd_baru/home,"Mozilla/5.0 (Linux; Android 6.0; Lenovo A6600d40 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,25-Jul 2019 19:14:35,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0283 HTTP/1.1,200.0,31595,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/8917/D0283,Mozilla/5.0 (Linux; Android 8.0.0; SM-J400F Build/R16NW) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
114.122.110.82,18-Jul 2019 8:17:33,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,206.0,43909,http://universitas.com/bkd_baru/bidang_penelitian/tambah,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,BAHAYA
114.125.235.7,25-Jul 2019 23:07:40,+0700],GET /bkd_baru/assets/css/style_preloader.css HTTP/1.1,200.0,1892,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9321/D0112,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
115.178.204.80,26-Jul 2019 19:51:07,+0700],GET /bkd_baru/assets/css/bootstrap.css HTTP/1.1,200.0,134938,http://universitas.com/bkd_baru/,Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G532G Build/MMB29T) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 16:23:13,+0700],GET /bkd_baru/Atur_kelompok/get_autocomplete?term=DIANA HTTP/1.1,200.0,108,http://universitas.com/bkd_baru/Atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 10:08:38,+0700],GET /bkd_baru/bidang_pendidikan/tambah HTTP/1.1,200.0,26366,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:42:09,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0292__19-07-19_08.51_DHMD_Listening_WP_2C_2019_smt_2.pdf HTTP/1.1,200.0,2754940,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0292,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 13:41:42,+0700],GET /bkd_baru/assets/css/style_preloader.css HTTP/1.1,200.0,1892,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 11:26:48,+0700],GET /bkd_baru/assets/avatars/icon-user.png HTTP/1.1,200.0,1483,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
36.80.89.195,25-Jul 2019 0:09:33,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0218__24-07-19_19.01_SK_MENGAJAR_1819-2.pdf HTTP/1.1,200.0,3336092,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODkwOA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,Indonesia,AMAN
27.50.59.36,27-Jul 2019 1:45:32,+0700],POST /7o.php HTTP/1.1,404.0,1059,-,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Hong Kong,BAHAYA
27.50.59.36,27-Jul 2019 1:45:52,+0700],POST /9510.php HTTP/1.1,404.0,1059,-,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Hong Kong,BAHAYA
180.178.99.174,23-Jul 2019 11:17:35,+0700],GET /bkd_baru/Atur_kelompok HTTP/1.1,200.0,28055,http://universitas.com/bkd_baru/atur_kelompok,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 16:53:55,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200.0,32496,http://universitas.com/bkd_baru/bidang_pengabdian/edit/OTMyMg,Mozilla/5.0 (Windows NT 10.0; rv:69.0) Gecko/20100101 Firefox/69.0,Indonesia,AMAN
103.103.146.58,25-Jul 2019 21:21:56,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0074__24-07-19_16.02_Materi_Khutbah_Jumat-_masjid_Agung.pdf HTTP/1.1,206.0,15412,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0074,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
114.124.133.54,24-Jul 2019 13:29:58,+0700],GET /bkd_baru/bidang_pendidikan/tambah HTTP/1.1,200.0,26368,http://universitas.com/bkd_baru/Bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
125.163.114.46,25-Jul 2019 10:33:59,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0045 HTTP/1.1,200.0,25567,http://universitas.com/bkd_baru/kinerja_dosen,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:00:50,+0700],POST /bkd_baru/login/getlogin HTTP/1.1,303.0,-,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
27.50.59.36,27-Jul 2019 1:45:50,+0700],POST /hh.php HTTP/1.1,404.0,1059,-,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Hong Kong,BAHAYA
64.233.173.163,25-Jul 2019 7:53:08,+0700],GET /bkd_baru/home HTTP/1.1,200.0,15916,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Linux; Android 8.1.0; vivo 1812) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
180.178.99.174,23-Jul 2019 11:08:20,+0700],GET /favicon.ico HTTP/1.1,200.0,11364,-,Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.233.229,24-Jul 2019 11:00:17,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0024__19-07-19_17.25_Absen_MHS_Dosen_Qurdis.pdf HTTP/1.1,200.0,308608,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:56:05,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0298__19-07-19_00.56_sospemb_A.pdf HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0298,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
64.233.173.168,24-Jul 2019 20:46:53,+0700],GET /bkd_baru/assets/css/ace-rtl.css HTTP/1.1,200.0,152201,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; LG-L160L Build/IML74K) AppleWebkit/537.36 (KHTML,United States,DICURIGAI
180.178.99.174,25-Jul 2019 8:54:22,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0223__19-07-19_19.09_sertfkt_workshop_PLP.pdf HTTP/1.1,206.0,841341,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0223,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
27.50.59.36,27-Jul 2019 1:45:26,+0700],GET /awstatstotals/index.php?sort=%7B%24%7B%64%69%65%28%6D%64%35%28%44%49%52%45%43%54%4F%52%59%5F%53%45%50%41%52%41%54%4F%52%29%29%7D%7D HTTP/1.1,404.0,1059,-,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Hong Kong,BAHAYA
64.233.173.166,24-Jul 2019 9:21:13,+0700],GET /bkd_baru/assets/js/jquery.js HTTP/1.1,200.0,247351,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 6.0.1; SM-A310F Build/MMB29K) AppleWebKit/537.36 (KHTML,United States,DICURIGAI
114.124.137.165,24-Jul 2019 0:14:09,+0700],GET /bkd_baru/assets/js/jquery-ui.custom.js HTTP/1.1,200.0,187224,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Linux; Android 7.1.1; CPH1729) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 10:29:21,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0243 HTTP/1.1,200.0,28019,http://universitas.com/bkd_baru/kinerja_dosen,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 8:31:53,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0295__24-07-19_16.35_DHMD_MK_INTRODUCTION_TO_TRANSLATION_STUDIES_SEM_4.pdf HTTP/1.1,206.0,156748,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9203/D0295,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:67.0) Gecko/20100101 Firefox/67.0,Indonesia,AMAN
114.125.251.97,25-Jul 2019 22:53:27,+0700],GET /favicon.ico HTTP/1.1,200.0,11364,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
180.178.99.180,18-Jul 2019 11:20:39,+0700],GET /bkd_baru/bidang_penunjang HTTP/1.1,200.0,25326,http://universitas.com/bkd_baru/bidang_penunjang/tambah,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,BAHAYA
118.97.191.179,24-Jul 2019 18:06:40,+0700],GET /bkd_baru/assets/js/ace/elements.wizard.js HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/kesimpulan_dosen,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
114.122.83.97,24-Jul 2019 13:19:12,+0700],GET /bkd_baru/assets/css/ace-fonts.css HTTP/1.1,200.0,452,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG SM-J250F Build/NMF26X) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
103.103.146.58,25-Jul 2019 21:35:40,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0015__23-07-19_05.22_SK_ICMI-_newest.pdf HTTP/1.1,206.0,152614,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0015,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:05:24,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,206.0,174981,http://universitas.com/bkd_baru/assets/file/Pendidikan-min.pdf,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
114.124.239.9,25-Jul 2019 17:01:32,+0700],GET / HTTP/1.1,302.0,Mozilla/5.0 (Linux; Android 6.0; LG-K350 Build/MRA58K) AppleWebKit/537.36 (KHTML,,,Indonesia,AMAN
180.178.99.180,18-Jul 2019 11:31:20,+0700],GET /bkd_baru//home/logout HTTP/1.1,307.0,-,http://universitas.com/bkd_baru/kesimpulan_dosen,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,BAHAYA
36.72.191.197,24-Jul 2019 19:58:00,+0700],GET /bkd_baru/bidang_pendidikan HTTP/1.1,200.0,30758,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,23-Jul 2019 12:57:50,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5198,http://universitas.com/bkd_baru/dosen_cetak_rekap,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 8:37:27,+0700],GET /bkd_baru/home HTTP/1.1,200.0,18794,http://universitas.com/bkd_baru/login,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML,Indonesia,AMAN
36.72.191.197,24-Jul 2019 19:55:18,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0074__24-07-19_09.51_0._ST_M_H_RUSYDI.pdf HTTP/1.1,200.0,50809,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTU5NA,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
125.163.107.119,23-Jul 2019 10:44:23,+0700],GET /bkd_baru/assets/js/jquery-ui.js HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Linux; Android 7.0; SM-N920L) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,24-Jul 2019 11:51:36,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5198,-,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.180,18-Jul 2019 11:19:30,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,206.0,174981,http://universitas.com/bkd_baru/assets/file/Pendidikan-min.pdf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134",Indonesia,BAHAYA
180.178.99.174,24-Jul 2019 10:46:53,+0700],GET /bkd_baru/assets/js/sweetalert/dist/sweetalert.css HTTP/1.1,200.0,22879,http://universitas.com/bkd_baru/home,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 13:31:36,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0135__23-07-19_08.31_PROPOSAL_PENELITIAN_JULI_2019_LP2M.pdf HTTP/1.1,206.0,14698,http://universitas.com/bkd_baru/bidang_penelitian/edit/OTE4MA,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
180.178.99.174,25-Jul 2019 11:33:35,+0700],GET /bkd_baru/assets/css/font-awesome.css HTTP/1.1,200.0,26651,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.0; Win64; x64; rv:66.0) Gecko/20100101 Firefox/66.0,Indonesia,AMAN
180.178.99.174,25-Jul 2019 9:04:22,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0197__17-07-19_04.06_Nilai_Lang._Assessment_6A.pdf HTTP/1.1,206.0,31246,http://universitas.com/bkd_baru/kinerja_dosen/rekap_kinerja/D0197,Mozilla/5.0 (Windows NT 6.3; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
182.1.65.58,23-Jul 2019 11:09:14,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0273__23-07-19_05.50_Seminar_Nasional_Pancasila.pdf HTTP/1.1,206.0,97345,http://universitas.com/bkd_baru/bidang_penunjang,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:44.0) Gecko/20100101 Firefox/44.0,Indonesia,AMAN
64.233.173.168,18-Jul 2019 11:34:53,+0700],GET /bkd_baru/home HTTP/1.1,200.0,20457,http://universitas.com/bkd_baru/,"Mozilla/5.0 (Linux; Android 6.0; Lenovo A6600d40 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",United States,BAHAYA
207.180.211.248,27-Jul 2019 7:30:15,+0700],POST /421.php HTTP/1.1,404.0,1059,-,Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),Germany,BAHAYA
180.178.99.174,25-Jul 2019 8:28:45,+0700],GET /bkd_baru/kinerja_dosen/rekap_kinerja/D0058 HTTP/1.1,200.0,39202,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/9568/D0058,Mozilla/5.0 (Windows NT 6.1; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
36.72.134.102,25-Jul 2019 23:08:12,+0700],GET /bkd_baru/assets/css/font-awesome.css HTTP/1.1,304.0,-,http://universitas.com/bkd_baru/,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
207.180.211.248,27-Jul 2019 7:31:47,+0700],POST /777.php HTTP/1.1,404.0,1059,-,Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),Germany,BAHAYA
180.178.99.174,23-Jul 2019 11:24:33,+0700],GET /bkd_baru/login HTTP/1.1,200.0,5198,http://universitas.com/bkd_baru/kinerja_dosen,Mozilla/5.0 (Windows NT 6.1; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
180.178.99.174,24-Jul 2019 17:09:35,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0137__19-07-19_17.05_SK._Mengajar_Dekan_FITK_IPS.pdf HTTP/1.1,206.0,57984,http://universitas.com/bkd_baru/bidang_pendidikan/edit/OTExOA,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0,Indonesia,AMAN
180.178.99.174,23-Jul 2019 18:24:06,+0700],POST /bkd_baru/kinerja_dosen/do_penilaian/D0259 HTTP/1.1,303.0,-,http://universitas.com/bkd_baru//kinerja_dosen/beri_nilai/8984/D0259,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.233.174,24-Jul 2019 11:06:24,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0024__24-07-19_06.04_Surat_Keterangan_Pengabdian.pdf HTTP/1.1,206.0,13895,http://universitas.com/bkd_baru/bidang_pengabdian,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
114.124.140.212,18-Jul 2019 2:01:10,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0260_11-07-2019_Ijazah_S2Resize1.jpg HTTP/1.1,200.0,223262,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.59 Safari/537.36",Indonesia,BAHAYA
114.124.213.239,25-Jul 2019 0:36:43,+0700],GET /bkd_baru/bidang_pendidikan/tambah HTTP/1.1,200.0,26369,http://universitas.com/bkd_baru/bidang_pendidikan,Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML,Indonesia,AMAN
182.0.233.209,24-Jul 2019 10:55:09,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0269__24-07-19_05.54_Sertifikat_khotmil_Quran_fix.pdf HTTP/1.1,200.0,86561,http://universitas.com/bkd_baru/bidang_penunjang,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,Indonesia,AMAN
