ip,datetime,gmt,request,status,size,referer,browser,country,detected
114.124.140.168,17-Jul 2019 21:11:55,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0215__17-07-19_16.04_NILAI_ANTUM_2019.pdf HTTP/1.1,200,317017,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODM3MA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.172.136,17-Jul 2019 21:11:55,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODM3MA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,DICURIGAI
114.124.140.168,17-Jul 2019 21:12:03,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200,25074,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODM3MA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.172.136,17-Jul 2019 21:12:03,+0700],GET /bkd_baru/assets/images/logo/31-05-2019_LOGO_IAIN_SYEKH_NURJATI_CIREBON.jpg HTTP/1.1,200,283099,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.140.168,17-Jul 2019 21:12:03,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,DICURIGAI
64.233.173.163,17-Jul 2019 21:12:03,+0700],GET /bkd_baru/dosen/input_dosen/ HTTP/1.1,200,38520,http://universitas.com/bkd_baru/home,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:04,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,17-Jul 2019 21:12:04,+0700],GET /bkd_baru/assets/images/uploads/D0001_10-07-2019_499-1308-2-SM.jpg HTTP/1.1,200,10965,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,17-Jul 2019 21:12:04,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_10-07-2019_nyil3.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:04,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_12-07-2019_manimu.phtml HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:04,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_10-07-2019_nyil2.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:12:04,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_10-07-2019_nyil4.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
114.124.140.168,17-Jul 2019 21:12:15,+0700],GET /bkd_baru/bidang_pengabdian/edit/ODQ3MQ HTTP/1.1,200,28106,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.172.136,17-Jul 2019 21:12:15,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pengabdian/edit/ODQ3MQ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,DICURIGAI
120.188.79.166,17-Jul 2019 21:12:20,+0700],POST /bkd_baru/dosen/do_edit HTTP/1.1,303,-,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",Indonesia,AMAN
64.233.173.163,17-Jul 2019 21:12:21,+0700],GET /bkd_baru/dosen/input_dosen/RDAwMDE HTTP/1.1,200,38621,http://universitas.com/bkd_baru/dosen/input_dosen/,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:12:21,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_17-07-2019_manimu.php.pjpeg HTTP/1.1,200,2029,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:21,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:21,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_10-07-2019_nyil2.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:12:21,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_10-07-2019_nyil3.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:21,+0700],GET /bkd_baru/assets/images/scan_sertifikat/D0001_10-07-2019_nyil4.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:12:25,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,17-Jul 2019 21:12:43,+0700],GET /bkd_baru/assetsl HTTP/1.1,404,1130,-,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:12:48,+0700],GET /bkd_baru/assets HTTP/1.1,301,367,-,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:12:48,+0700],GET /bkd_baru/assets/ HTTP/1.1,200,131,-,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:05,+0700],GET /bkd_baru/bidang_pendidikan HTTP/1.1,200,27820,http://universitas.com/bkd_baru/dosen/input_dosen/RDAwMDE,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:05,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:06,+0700],GET /bkd_baru/assets/fonts/glyphicons-halflings-regular.woff HTTP/1.1,200,23320,http://universitas.com/bkd_baru/assets/css/bootstrap.css,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:09,+0700],GET /bkd_baru/bidang_pendidikan/tambah HTTP/1.1,200,28039,http://universitas.com/bkd_baru/bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:11,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:11,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,200,174981,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
120.188.79.166,17-Jul 2019 21:13:43,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303,-,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",Indonesia,AMAN
64.233.173.166,17-Jul 2019 21:13:43,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200,30138,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:13:44,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,17-Jul 2019 21:13:55,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.13_manimu.php.pjpeg HTTP/1.1,200,2029,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
114.124.140.153,17-Jul 2019 21:13:56,+0700],POST /bkd_baru/bidang_pengabdian/do_tambah HTTP/1.1,303,-,http://universitas.com/bkd_baru/bidang_pengabdian/edit/ODQ3MQ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.140.153,17-Jul 2019 21:14:01,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200,25205,http://universitas.com/bkd_baru/bidang_pengabdian/edit/ODQ3MQ,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.140.168,17-Jul 2019 21:14:01,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,DICURIGAI
114.124.140.153,17-Jul 2019 21:14:09,+0700],GET /bkd_baru/bidang_pengabdian/tambah HTTP/1.1,200,28020,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.140.153,17-Jul 2019 21:14:09,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pengabdian/tambah,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,DICURIGAI
64.233.173.166,17-Jul 2019 21:14:36,+0700],GET /bkd_baru/bidang_pendidikan/edit/ODk0NQ HTTP/1.1,200,29879,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:14:37,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.13_manimu.php.pjpeg HTTP/1.1,304,-,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:14:37,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:14:37,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.13_manimu.php1.pjpeg HTTP/1.1,200,2029,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:14:37,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.13_manimu.php2.pjpeg HTTP/1.1,200,2029,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,17-Jul 2019 21:14:37,+0700],GET /bkd_baru/assets/file/Pendidikan-min.pdf HTTP/1.1,200,174981,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
120.188.79.166,17-Jul 2019 21:15:07,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303,-,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",Indonesia,AMAN
64.233.173.166,17-Jul 2019 21:15:29,+0700],GET /bkd_baru/Bidang_pendidikan HTTP/1.1,200,30204,http://universitas.com/bkd_baru/bidang_pendidikan/edit/ODk0NQ,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.166,17-Jul 2019 21:15:34,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
114.122.68.152,17-Jul 2019 21:15:39,+0700],-,408,-,-,-,Indonesia,AMAN
114.124.172.136,17-Jul 2019 21:15:51,+0700],POST /bkd_baru/bidang_pengabdian/do_tambah HTTP/1.1,303,-,http://universitas.com/bkd_baru/bidang_pengabdian/tambah,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.172.136,17-Jul 2019 21:15:58,+0700],GET /bkd_baru/bidang_pengabdian HTTP/1.1,200,27420,http://universitas.com/bkd_baru/bidang_pengabdian/tambah,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
114.124.172.136,17-Jul 2019 21:15:59,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,DICURIGAI
115.178.203.14,17-Jul 2019 21:16:00,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303,-,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36",Indonesia,BAHAYA
64.233.173.168,17-Jul 2019 21:16:05,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.15_nyil2.php HTTP/1.1,200,11832,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:16:05,+0700],GET /bkd_baru/assets/images/logo/13-07-2019_lz.php HTTP/1.1,404,1130,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
114.124.172.136,17-Jul 2019 21:16:07,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0215__17-07-19_16.14_MAKANAN_SEHAT_DAN_BERGIZI.pdf HTTP/1.1,200,1176574,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
64.233.173.166,17-Jul 2019 21:16:09,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.15_nyil2.php HTTP/1.1,304,-,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:16:11,+0700],GET /favicon.ico HTTP/1.1,200,11364,http://universitas.com/bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.15_nyil2.php,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.163,17-Jul 2019 21:16:16,+0700],GET /bkd_baru/assets/images/scan_penugasan/D0001__17-07-19_16.15_nyil2.php HTTP/1.1,304,-,-,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
64.233.173.168,17-Jul 2019 21:16:27,+0700],GET /bkd_baru/assets/images/ HTTP/1.1,200,131,-,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
115.178.203.14,17-Jul 2019 21:16:34,+0700],POST /bkd_baru/bidang_pendidikan/do_tambah HTTP/1.1,303,-,http://universitas.com/bkd_baru/bidang_pendidikan/tambah,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.142 Safari/537.36",Indonesia,BAHAYA
114.124.172.136,17-Jul 2019 21:16:47,+0700],GET /bkd_baru/assets/images/scan_kinerja/D0215__17-07-19_16.15_TANAMAN_KESEHATAN.pptx HTTP/1.1,200,651205,http://universitas.com/bkd_baru/bidang_pengabdian,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15",Indonesia,AMAN
64.233.173.168,17-Jul 2019 21:16:48,+0700],GET /bkd_baru/bidang_pendidikan/tambah HTTP/1.1,200,28039,http://universitas.com/bkd_baru/Bidang_pendidikan,"Mozilla/5.0 (Linux; Android 9; SM-J400F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.121 Mobile Safari/537.36",United States,BAHAYA
